date,employee,group,assignment
2026-11-04,S8,B,OFF
2026-11-04,S9,B,SB
2026-11-04,S10,B,A
2026-11-05,S1,A,N
2026-11-05,S2,A,SB
2026-11-05,S3,A,A
2026-11-05,S4,A,M
2026-11-05,S5,A,OFF
2026-11-05,S6,B,N
2026-11-05,S7,B,A
2026-11-05,S8,B,SB
2026-11-05,S9,B,OFF
2026-11-05,S10,B,M
2026-11-06,S1,A,A
2026-11-06,S2,A,N
2026-11-06,S3,A,OFF
2026-11-06,S4,A,SB
2026-11-06,S5,A,M
2026-11-06,S6,B,SB
2026-11-06,S7,B,A
2026-11-06,S8,B,N
2026-11-06,S9,B,M
2026-11-06,S10,B,OFF
2026-11-07,S1,A,M
2026-11-07,S2,A,A
2026-11-07,S3,A,SB
2026-11-07,S4,A,N
2026-11-07,S5,A,OFF
2026-11-07,S6,B,OFF
2026-11-07,S7,B,N
2026-11-07,S8,B,SB
2026-11-07,S9,B,A
2026-11-07,S10,B,M
2026-11-08,S1,A,A
2026-11-08,S2,A,M
2026-11-08,S3,A,SB
2026-11-08,S4,A,N
2026-11-08,S5,A,OFF
2026-11-08,S6,B,OFF
2026-11-08,S7,B,N
2026-11-08,S8,B,SB
2026-11-08,S9,B,A
2026-11-08,S10,B,M
2026-11-09,S1,A,N
2026-11-09,S2,A,M
2026-11-09,S3,A,A
2026-11-09,S4,A,SB
2026-11-09,S5,A,OFF
2026-11-09,S6,B,M
2026-11-09,S7,B,OFF
2026-11-09,S8,B,N
2026-11-09,S9,B,SB
2026-11-09,S10,B,A
2026-11-10,S1,A,A
2026-11-10,S2,A,N
2026-11-10,S3,A,OFF
2026-11-10,S4,A,SB
2026-11-10,S5,A,M
2026-11-10,S6,B,N
2026-11-10,S7,B,A
2026-11-10,S8,B,SB
2026-11-10,S9,B,OFF
2026-11-10,S10,B,M
2026-11-11,S1,A,SB
2026-11-11,S2,A,A
2026-11-11,S3,A,OFF
2026-11-11,S4,A,N
2026-11-11,S5,A,M
2026-11-11,S6,B,SB
2026-11-11,S7,B,OFF
2026-11-11,S8,B,A
2026-11-11,S9,B,M
2026-11-11,S10,B,N
2026-11-12,S1,A,A
2026-11-12,S2,A,SB
2026-11-12,S3,A,M
2026-11-12,S4,A,N
2026-11-12,S5,A,OFF
2026-11-12,S6,B,N
2026-11-12,S7,B,OFF
2026-11-12,S8,B,M
2026-11-12,S9,B,A
2026-11-12,S10,B,SB
2026-11-13,S1,A,M
2026-11-13,S2,A,A
2026-11-13,S3,A,N
2026-11-13,S4,A,OFF
2026-11-13,S5,A,SB
2026-11-13,S6,B,A
2026-11-13,S7,B,M
2026-11-13,S8,B,SB
2026-11-13,S9,B,N
2026-11-13,S10,B,OFF
2026-11-14,S1,A,A
2026-11-14,S2,A,M
2026-11-14,S3,A,SB
2026-11-14,S4,A,N
2026-11-14,S5,A,OFF
2026-11-14,S6,B,OFF
2026-11-14,S7,B,N
2026-11-14,S8,B,SB
2026-11-14,S9,B,A
2026-11-14,S10,B,M
2026-11-15,S1,A,N
2026-11-15,S2,A,A
2026-11-15,S3,A,OFF
2026-11-15,S4,A,SB
2026-11-15,S5,A,M
2026-11-15,S6,B,OFF
2026-11-15,S7,B,A
2026-11-15,S8,B,SB
2026-11-15,S9,B,N
2026-11-15,S10,B,M
2026-11-16,S1,A,OFF
2026-11-16,S2,A,N
2026-11-16,S3,A,SB
2026-11-16,S4,A,A
2026-11-16,S5,A,M
2026-11-16,S6,B,M
2026-11-16,S7,B,N
2026-11-16,S8,B,SB
2026-11-16,S9,B,OFF
2026-11-16,S10,B,A
2026-11-17,S1,A,OFF
2026-11-17,S2,A,SB
2026-11-17,S3,A,N
2026-11-17,S4,A,A
2026-11-17,S5,A,M
2026-11-17,S6,B,M
2026-11-17,S7,B,SB
2026-11-17,S8,B,A
2026-11-17,S9,B,OFF
2026-11-17,S10,B,N
2026-11-18,S1,A,M
2026-11-18,S2,A,OFF
2026-11-18,S3,A,A
2026-11-18,S4,A,N
2026-11-18,S5,A,SB
2026-11-18,S6,B,M
2026-11-18,S7,B,A
2026-11-18,S8,B,SB
2026-11-18,S9,B,OFF
2026-11-18,S10,B,N
2026-11-19,S1,A,M
2026-11-19,S2,A,A
2026-11-19,S3,A,N
2026-11-19,S4,A,SB
2026-11-19,S5,A,OFF
2026-11-19,S6,B,SB
2026-11-19,S7,B,M
2026-11-19,S8,B,A
2026-11-19,S9,B,N
2026-11-19,S10,B,OFF
2026-11-20,S1,A,OFF
2026-11-20,S2,A,A
2026-11-20,S3,A,SB
2026-11-20,S4,A,N
2026-11-20,S5,A,M
2026-11-20,S6,B,SB
2026-11-20,S7,B,A
2026-11-20,S8,B,M
2026-11-20,S9,B,N
2026-11-20,S10,B,OFF
2026-11-21,S1,A,OFF
2026-11-21,S2,A,M
2026-11-21,S3,A,SB
2026-11-21,S4,A,A
2026-11-21,S5,A,N
2026-11-21,S6,B,A
2026-11-21,S7,B,OFF
2026-11-21,S8,B,M
2026-11-21,S9,B,SB
2026-11-21,S10,B,N
2026-11-22,S1,A,OFF
2026-11-22,S2,A,SB
2026-11-22,S3,A,A
2026-11-22,S4,A,M
2026-11-22,S5,A,N
2026-11-22,S6,B,A
2026-11-22,S7,B,OFF
2026-11-22,S8,B,M
2026-11-22,S9,B,SB
2026-11-22,S10,B,N
2026-11-23,S1,A,M
2026-11-23,S2,A,A
2026-11-23,S3,A,OFF
2026-11-23,S4,A,N
2026-11-23,S5,A,SB
2026-11-23,S6,B,A
2026-11-23,S7,B,M
2026-11-23,S8,B,N
2026-11-23,S9,B,OFF
2026-11-23,S10,B,SB
2026-11-24,S1,A,A
2026-11-24,S2,A,M
2026-11-24,S3,A,SB
2026-11-24,S4,A,N
2026-11-24,S5,A,OFF
2026-11-24,S6,B,M
2026-11-24,S7,B,SB
2026-11-24,S8,B,N
2026-11-24,S9,B,OFF
2026-11-24,S10,B,A
2026-11-25,S1,A,N
2026-11-25,S2,A,A
2026-11-25,S3,A,SB
2026-11-25,S4,A,OFF
2026-11-25,S5,A,M
2026-11-25,S6,B,SB
2026-11-25,S7,B,A
2026-11-25,S8,B,OFF
2026-11-25,S9,B,N
2026-11-25,S10,B,M
2026-11-26,S1,A,SB
2026-11-26,S2,A,N
2026-11-26,S3,A,OFF
2026-11-26,S4,A,M
2026-11-26,S5,A,A
2026-11-26,S6,B,SB
2026-11-26,S7,B,M
2026-11-26,S8,B,N
2026-11-26,S9,B,A
2026-11-26,S10,B,OFF
2026-11-27,S1,A,SB
2026-11-27,S2,A,N
2026-11-27,S3,A,OFF
2026-11-27,S4,A,M
2026-11-27,S5,A,A
2026-11-27,S6,B,A
2026-11-27,S7,B,N
2026-11-27,S8,B,OFF
2026-11-27,S9,B,M
2026-11-27,S10,B,SB
2026-11-28,S1,A,SB
2026-11-28,S2,A,OFF
2026-11-28,S3,A,A
2026-11-28,S4,A,M
2026-11-28,S5,A,N
2026-11-28,S6,B,M
2026-11-28,S7,B,A
2026-11-28,S8,B,OFF
2026-11-28,S9,B,N
2026-11-28,S10,B,SB
2026-11-29,S1,A,OFF
2026-11-29,S2,A,SB
2026-11-29,S3,A,M
2026-11-29,S4,A,N
2026-11-29,S5,A,A
2026-11-29,S6,B,M
2026-11-29,S7,B,A
2026-11-29,S8,B,OFF
2026-11-29,S9,B,N
2026-11-29,S10,B,SB
2026-11-30,S1,A,M
2026-11-30,S2,A,N
2026-11-30,S3,A,OFF
2026-11-30,S4,A,A
2026-11-30,S5,A,SB
2026-11-30,S6,B,A
2026-11-30,S7,B,M
2026-11-30,S8,B,OFF
2026-11-30,S9,B,SB
2026-11-30,S10,B,N
2026-12-01,S1,A,M
2026-12-01,S2,A,SB
2026-12-01,S3,A,OFF
2026-12-01,S4,A,A
2026-12-01,S5,A,N
2026-12-01,S6,B,A
2026-12-01,S7,B,OFF
2026-12-01,S8,B,M
2026-12-01,S9,B,SB
2026-12-01,S10,B,N
2026-12-02,S1,A,A
2026-12-02,S2,A,N
2026-12-02,S3,A,M
2026-12-02,S4,A,SB
2026-12-02,S5,A,OFF
2026-12-02,S6,B,M
2026-12-02,S7,B,OFF
2026-12-02,S8,B,N
2026-12-02,S9,B,A
2026-12-02,S10,B,SB
2026-12-03,S1,A,SB
2026-12-03,S2,A,A
2026-12-03,S3,A,M
2026-12-03,S4,A,N
2026-12-03,S5,A,OFF
2026-12-03,S6,B,SB
2026-12-03,S7,B,OFF
2026-12-03,S8,B,A
2026-12-03,S9,B,M
2026-12-03,S10,B,N
2026-12-04,S1,A,OFF
2026-12-04,S2,A,A
2026-12-04,S3,A,SB
2026-12-04,S4,A,N
2026-12-04,S5,A,M
2026-12-04,S6,B,SB
2026-12-04,S7,B,N
2026-12-04,S8,B,M
2026-12-04,S9,B,A
2026-12-04,S10,B,OFF
2026-12-05,S1,A,A
2026-12-05,S2,A,M
2026-12-05,S3,A,SB
2026-12-05,S4,A,OFF
2026-12-05,S5,A,N
2026-12-05,S6,B,N
2026-12-05,S7,B,A
2026-12-05,S8,B,M
2026-12-05,S9,B,OFF
2026-12-05,S10,B,SB
2026-12-06,S1,A,A
2026-12-06,S2,A,M
2026-12-06,S3,A,N
2026-12-06,S4,A,OFF
2026-12-06,S5,A,SB
2026-12-06,S6,B,A
2026-12-06,S7,B,SB
2026-12-06,S8,B,M
2026-12-06,S9,B,OFF
2026-12-06,S10,B,N
2026-12-07,S1,A,M
2026-12-07,S2,A,N
2026-12-07,S3,A,A
2026-12-07,S4,A,SB
2026-12-07,S5,A,OFF
2026-12-07,S6,B,M
2026-12-07,S7,B,A
2026-12-07,S8,B,SB
2026-12-07,S9,B,N
2026-12-07,S10,B,OFF
2026-12-08,S1,A,N
2026-12-08,S2,A,OFF
2026-12-08,S3,A,SB
2026-12-08,S4,A,A
2026-12-08,S5,A,M
2026-12-08,S6,B,M
2026-12-08,S7,B,A
2026-12-08,S8,B,N
2026-12-08,S9,B,OFF
2026-12-08,S10,B,SB
2026-12-09,S1,A,N
2026-12-09,S2,A,SB
2026-12-09,S3,A,A
2026-12-09,S4,A,OFF
2026-12-09,S5,A,M
2026-12-09,S6,B,N
2026-12-09,S7,B,M
2026-12-09,S8,B,SB
2026-12-09,S9,B,OFF
2026-12-09,S10,B,A
2026-12-10,S1,A,SB
2026-12-10,S2,A,A
2026-12-10,S3,A,M
2026-12-10,S4,A,OFF
2026-12-10,S5,A,N
2026-12-10,S6,B,OFF
2026-12-10,S7,B,SB
2026-12-10,S8,B,A
2026-12-10,S9,B,M
2026-12-10,S10,B,N
2026-12-11,S1,A,N
2026-12-11,S2,A,M
2026-12-11,S3,A,SB
2026-12-11,S4,A,OFF
2026-12-11,S5,A,A
2026-12-11,S6,B,SB
2026-12-11,S7,B,N
2026-12-11,S8,B,M
2026-12-11,S9,B,A
2026-12-11,S10,B,OFF
2026-12-12,S1,A,SB
2026-12-12,S2,A,N
2026-12-12,S3,A,A
2026-12-12,S4,A,OFF
2026-12-12,S5,A,M
2026-12-12,S6,B,N
2026-12-12,S7,B,SB
2026-12-12,S8,B,M
2026-12-12,S9,B,A
2026-12-12,S10,B,OFF
2026-12-13,S1,A,A
2026-12-13,S2,A,SB
2026-12-13,S3,A,N
2026-12-13,S4,A,M
2026-12-13,S5,A,OFF
2026-12-13,S6,B,A
2026-12-13,S7,B,N
2026-12-13,S8,B,M
2026-12-13,S9,B,SB
2026-12-13,S10,B,OFF
2026-12-14,S1,A,SB
2026-12-14,S2,A,N
2026-12-14,S3,A,A
2026-12-14,S4,A,M
2026-12-14,S5,A,OFF
2026-12-14,S6,B,M
2026-12-14,S7,B,N
2026-12-14,S8,B,OFF
2026-12-14,S9,B,A
2026-12-14,S10,B,SB
2026-12-15,S1,A,N
2026-12-15,S2,A,SB
2026-12-15,S3,A,OFF
2026-12-15,S4,A,M
2026-12-15,S5,A,A
2026-12-15,S6,B,A
2026-12-15,S7,B,N
2026-12-15,S8,B,OFF
2026-12-15,S9,B,M
2026-12-15,S10,B,SB
2026-12-16,S1,A,A
2026-12-16,S2,A,SB
2026-12-16,S3,A,OFF
2026-12-16,S4,A,N
2026-12-16,S5,A,M
2026-12-16,S6,B,M
2026-12-16,S7,B,SB
2026-12-16,S8,B,A
2026-12-16,S9,B,N
2026-12-16,S10,B,OFF
2026-12-17,S1,A,OFF
2026-12-17,S2,A,N
2026-12-17,S3,A,M
2026-12-17,S4,A,SB
2026-12-17,S5,A,A
2026-12-17,S6,B,N
2026-12-17,S7,B,A
2026-12-17,S8,B,OFF
2026-12-17,S9,B,SB
2026-12-17,S10,B,M
2026-12-18,S1,A,OFF
2026-12-18,S2,A,SB
2026-12-18,S3,A,A
2026-12-18,S4,A,N
2026-12-18,S5,A,M
2026-12-18,S6,B,OFF
2026-12-18,S7,B,M
2026-12-18,S8,B,SB
2026-12-18,S9,B,A
2026-12-18,S10,B,N
2026-12-19,S1,A,OFF
2026-12-19,S2,A,SB
2026-12-19,S3,A,M
2026-12-19,S4,A,A
2026-12-19,S5,A,N
2026-12-19,S6,B,OFF
2026-12-19,S7,B,N
2026-12-19,S8,B,SB
2026-12-19,S9,B,M
2026-12-19,S10,B,A
2026-12-20,S1,A,OFF
2026-12-20,S2,A,A
2026-12-20,S3,A,M
2026-12-20,S4,A,SB
2026-12-20,S5,A,N
2026-12-20,S6,B,M
2026-12-20,S7,B,OFF
2026-12-20,S8,B,SB
2026-12-20,S9,B,A
2026-12-20,S10,B,N
2026-12-21,S1,A,SB
2026-12-21,S2,A,M
2026-12-21,S3,A,A
2026-12-21,S4,A,N
2026-12-21,S5,A,OFF
2026-12-21,S6,B,M
2026-12-21,S7,B,OFF
2026-12-21,S8,B,A
2026-12-21,S9,B,N
2026-12-21,S10,B,SB
2026-12-22,S1,A,OFF
2026-12-22,S2,A,N
2026-12-22,S3,A,A
2026-12-22,S4,A,SB
2026-12-22,S5,A,M
2026-12-22,S6,B,A
2026-12-22,S7,B,SB
2026-12-22,S8,B,M
2026-12-22,S9,B,OFF
2026-12-22,S10,B,N
2026-12-23,S1,A,SB
2026-12-23,S2,A,A
2026-12-23,S3,A,OFF
2026-12-23,S4,A,N
2026-12-23,S5,A,M
2026-12-23,S6,B,SB
2026-12-23,S7,B,N
2026-12-23,S8,B,M
2026-12-23,S9,B,OFF
2026-12-23,S10,B,A
2026-12-24,S1,A,N
2026-12-24,S2,A,M
2026-12-24,S3,A,OFF
2026-12-24,S4,A,A
2026-12-24,S5,A,SB
2026-12-24,S6,B,OFF
2026-12-24,S7,B,SB
2026-12-24,S8,B,N
2026-12-24,S9,B,M
2026-12-24,S10,B,A
2026-12-25,S1,A,SB
2026-12-25,S2,A,A
2026-12-25,S3,A,M
2026-12-25,S4,A,N
2026-12-25,S5,A,OFF
2026-12-25,S6,B,N
2026-12-25,S7,B,OFF
2026-12-25,S8,B,SB
2026-12-25,S9,B,M
2026-12-25,S10,B,A
2026-12-26,S1,A,A
2026-12-26,S2,A,OFF
2026-12-26,S3,A,M
2026-12-26,S4,A,SB
2026-12-26,S5,A,N
2026-12-26,S6,B,SB
2026-12-26,S7,B,A
2026-12-26,S8,B,OFF
2026-12-26,S9,B,N
2026-12-26,S10,B,M
2026-12-27,S1,A,M
2026-12-27,S2,A,OFF
2026-12-27,S3,A,A
2026-12-27,S4,A,N
2026-12-27,S5,A,SB
2026-12-27,S6,B,A
2026-12-27,S7,B,M
2026-12-27,S8,B,N
2026-12-27,S9,B,OFF
2026-12-27,S10,B,SB
2026-12-28,S1,A,N
2026-12-28,S2,A,M
2026-12-28,S3,A,OFF
2026-12-28,S4,A,A
2026-12-28,S5,A,SB
2026-12-28,S6,B,N
2026-12-28,S7,B,M
2026-12-28,S8,B,A
2026-12-28,S9,B,SB
2026-12-28,S10,B,OFF
2026-12-29,S1,A,SB
2026-12-29,S2,A,N
2026-12-29,S3,A,OFF
2026-12-29,S4,A,M
2026-12-29,S5,A,A
2026-12-29,S6,B,A
2026-12-29,S7,B,M
2026-12-29,S8,B,SB
2026-12-29,S9,B,N
2026-12-29,S10,B,OFF
2026-12-30,S1,A,A
2026-12-30,S2,A,OFF
2026-12-30,S3,A,N
2026-12-30,S4,A,SB
2026-12-30,S5,A,M
2026-12-30,S6,B,N
2026-12-30,S7,B,SB
2026-12-30,S8,B,OFF
2026-12-30,S9,B,A
2026-12-30,S10,B,M
2026-12-31,S1,A,M
2026-12-31,S2,A,SB
2026-12-31,S3,A,OFF
2026-12-31,S4,A,N
2026-12-31,S5,A,A
2026-12-31,S6,B,SB
2026-12-31,S7,B,N
2026-12-31,S8,B,A
2026-12-31,S9,B,OFF
2026-12-31,S10,B,M
2027-01-01,S1,A,M
2027-01-01,S2,A,N
2027-01-01,S3,A,OFF
2027-01-01,S4,A,A
2027-01-01,S5,A,SB
2027-01-01,S6,B,A
2027-01-01,S7,B,OFF
2027-01-01,S8,B,N
2027-01-01,S9,B,SB
2027-01-01,S10,B,M
2027-01-02,S1,A,A
2027-01-02,S2,A,SB
2027-01-02,S3,A,OFF
2027-01-02,S4,A,M
2027-01-02,S5,A,N
2027-01-02,S6,B,N
2027-01-02,S7,B,SB
2027-01-02,S8,B,A
2027-01-02,S9,B,OFF
2027-01-02,S10,B,M
2027-01-03,S1,A,M
2027-01-03,S2,A,SB
2027-01-03,S3,A,OFF
2027-01-03,S4,A,N
2027-01-03,S5,A,A
2027-01-03,S6,B,A
2027-01-03,S7,B,SB
2027-01-03,S8,B,M
2027-01-03,S9,B,OFF
2027-01-03,S10,B,N
2027-01-04,S1,A,OFF
2027-01-04,S2,A,N
2027-01-04,S3,A,A
2027-01-04,S4,A,SB
2027-01-04,S5,A,M
2027-01-04,S6,B,M
2027-01-04,S7,B,N
2027-01-04,S8,B,OFF
2027-01-04,S9,B,A
2027-01-04,S10,B,SB
2027-01-05,S1,A,OFF
2027-01-05,S2,A,SB
2027-01-05,S3,A,N
2027-01-05,S4,A,A
2027-01-05,S5,A,M
2027-01-05,S6,B,M
2027-01-05,S7,B,N
2027-01-05,S8,B,SB
2027-01-05,S9,B,A
2027-01-05,S10,B,OFF
2027-01-06,S1,A,OFF
2027-01-06,S2,A,A
2027-01-06,S3,A,SB
2027-01-06,S4,A,M
2027-01-06,S5,A,N
2027-01-06,S6,B,SB
2027-01-06,S7,B,OFF
2027-01-06,S8,B,N
2027-01-06,S9,B,A
2027-01-06,S10,B,M
2027-01-07,S1,A,M
2027-01-07,S2,A,OFF
2027-01-07,S3,A,N
2027-01-07,S4,A,A
2027-01-07,S5,A,SB
2027-01-07,S6,B,SB
2027-01-07,S7,B,OFF
2027-01-07,S8,B,N
2027-01-07,S9,B,A
2027-01-07,S10,B,M
2027-01-08,S1,A,A
2027-01-08,S2,A,OFF
2027-01-08,S3,A,SB
2027-01-08,S4,A,M
2027-01-08,S5,A,N
2027-01-08,S6,B,OFF
2027-01-08,S7,B,N
2027-01-08,S8,B,SB
2027-01-08,S9,B,A
2027-01-08,S10,B,M
2027-01-09,S1,A,A
2027-01-09,S2,A,M
2027-01-09,S3,A,SB
2027-01-09,S4,A,OFF
2027-01-09,S5,A,N
2027-01-09,S6,B,OFF
2027-01-09,S7,B,A
2027-01-09,S8,B,N
2027-01-09,S9,B,SB
2027-01-09,S10,B,M
2027-01-10,S1,A,M
2027-01-10,S2,A,N
2027-01-10,S3,A,A
2027-01-10,S4,A,OFF
2027-01-10,S5,A,SB
2027-01-10,S6,B,N
2027-01-10,S7,B,A
2027-01-10,S8,B,OFF
2027-01-10,S9,B,SB
2027-01-10,S10,B,M
2027-01-11,S1,A,SB
2027-01-11,S2,A,A
2027-01-11,S3,A,N
2027-01-11,S4,A,M
2027-01-11,S5,A,OFF
2027-01-11,S6,B,A
2027-01-11,S7,B,M
2027-01-11,S8,B,OFF
2027-01-11,S9,B,N
2027-01-11,S10,B,SB
2027-01-12,S1,A,A
2027-01-12,S2,A,M
2027-01-12,S3,A,SB
2027-01-12,S4,A,OFF
2027-01-12,S5,A,N
2027-01-12,S6,B,N
2027-01-12,S7,B,A
2027-01-12,S8,B,M
2027-01-12,S9,B,OFF
2027-01-12,S10,B,SB
2027-01-13,S1,A,M
2027-01-13,S2,A,SB
2027-01-13,S3,A,N
2027-01-13,S4,A,OFF
2027-01-13,S5,A,A
2027-01-13,S6,B,A
2027-01-13,S7,B,M
2027-01-13,S8,B,N
2027-01-13,S9,B,OFF
2027-01-13,S10,B,SB
2027-01-14,S1,A,M
2027-01-14,S2,A,OFF
2027-01-14,S3,A,A
2027-01-14,S4,A,SB
2027-01-14,S5,A,N
2027-01-14,S6,B,A
2027-01-14,S7,B,OFF
2027-01-14,S8,B,SB
2027-01-14,S9,B,M
2027-01-14,S10,B,N
2027-01-15,S1,A,N
2027-01-15,S2,A,M
2027-01-15,S3,A,A
2027-01-15,S4,A,OFF
2027-01-15,S5,A,SB
2027-01-15,S6,B,SB
2027-01-15,S7,B,OFF
2027-01-15,S8,B,N
2027-01-15,S9,B,M
2027-01-15,S10,B,A
2027-01-16,S1,A,SB
2027-01-16,S2,A,M
2027-01-16,S3,A,N
2027-01-16,S4,A,A
2027-01-16,S5,A,OFF
2027-01-16,S6,B,SB
2027-01-16,S7,B,OFF
2027-01-16,S8,B,A
2027-01-16,S9,B,N
2027-01-16,S10,B,M
2027-01-17,S1,A,N
2027-01-17,S2,A,A
2027-01-17,S3,A,SB
2027-01-17,S4,A,M
2027-01-17,S5,A,OFF
2027-01-17,S6,B,OFF
2027-01-17,S7,B,N
2027-01-17,S8,B,M
2027-01-17,S9,B,SB
2027-01-17,S10,B,A
2027-01-18,S1,A,SB
2027-01-18,S2,A,A
2027-01-18,S3,A,OFF
2027-01-18,S4,A,M
2027-01-18,S5,A,N
2027-01-18,S6,B,M
2027-01-18,S7,B,OFF
2027-01-18,S8,B,SB
2027-01-18,S9,B,A
2027-01-18,S10,B,N
2027-01-19,S1,A,OFF
2027-01-19,S2,A,N
2027-01-19,S3,A,SB
2027-01-19,S4,A,M
2027-01-19,S5,A,A
2027-01-19,S6,B,A
2027-01-19,S7,B,OFF
2027-01-19,S8,B,N
2027-01-19,S9,B,M
2027-01-19,S10,B,SB
2027-01-20,S1,A,M
2027-01-20,S2,A,SB
2027-01-20,S3,A,N
2027-01-20,S4,A,OFF
2027-01-20,S5,A,A
2027-01-20,S6,B,N
2027-01-20,S7,B,SB
2027-01-20,S8,B,A
2027-01-20,S9,B,M
2027-01-20,S10,B,OFF
2027-01-21,S1,A,M
2027-01-21,S2,A,N
2027-01-21,S3,A,SB
2027-01-21,S4,A,OFF
2027-01-21,S5,A,A
2027-01-21,S6,B,SB
2027-01-21,S7,B,OFF
2027-01-21,S8,B,A
2027-01-21,S9,B,N
2027-01-21,S10,B,M
2027-01-22,S1,A,SB
2027-01-22,S2,A,A
2027-01-22,S3,A,N
2027-01-22,S4,A,OFF
2027-01-22,S5,A,M
2027-01-22,S6,B,OFF
2027-01-22,S7,B,N
2027-01-22,S8,B,SB
2027-01-22,S9,B,A
2027-01-22,S10,B,M
2027-01-23,S1,A,N
2027-01-23,S2,A,SB
2027-01-23,S3,A,A
2027-01-23,S4,A,M
2027-01-23,S5,A,OFF
2027-01-23,S6,B,OFF
2027-01-23,S7,B,A
2027-01-23,S8,B,N
2027-01-23,S9,B,M
2027-01-23,S10,B,SB
2027-01-24,S1,A,A
2027-01-24,S2,A,OFF
2027-01-24,S3,A,N
2027-01-24,S4,A,M
2027-01-24,S5,A,SB
2027-01-24,S6,B,OFF
2027-01-24,S7,B,M
2027-01-24,S8,B,A
2027-01-24,S9,B,SB
2027-01-24,S10,B,N
2027-01-25,S1,A,N
2027-01-25,S2,A,OFF
2027-01-25,S3,A,SB
2027-01-25,S4,A,M
2027-01-25,S5,A,A
2027-01-25,S6,B,OFF
2027-01-25,S7,B,SB
2027-01-25,S8,B,M
2027-01-25,S9,B,N
2027-01-25,S10,B,A
2027-01-26,S1,A,SB
2027-01-26,S2,A,N
2027-01-26,S3,A,A
2027-01-26,S4,A,M
2027-01-26,S5,A,OFF
2027-01-26,S6,B,M
2027-01-26,S7,B,OFF
2027-01-26,S8,B,A
2027-01-26,S9,B,SB
2027-01-26,S10,B,N
2027-01-27,S1,A,A
2027-01-27,S2,A,SB
2027-01-27,S3,A,N
2027-01-27,S4,A,M
2027-01-27,S5,A,OFF
2027-01-27,S6,B,N
2027-01-27,S7,B,M
2027-01-27,S8,B,SB
2027-01-27,S9,B,OFF
2027-01-27,S10,B,A
2027-01-28,S1,A,M
2027-01-28,S2,A,A
2027-01-28,S3,A,SB
2027-01-28,S4,A,OFF
2027-01-28,S5,A,N
2027-01-28,S6,B,SB
2027-01-28,S7,B,M
2027-01-28,S8,B,N
2027-01-28,S9,B,OFF
2027-01-28,S10,B,A
2027-01-29,S1,A,M
2027-01-29,S2,A,A
2027-01-29,S3,A,N
2027-01-29,S4,A,OFF
2027-01-29,S5,A,SB
2027-01-29,S6,B,A
2027-01-29,S7,B,OFF
2027-01-29,S8,B,N
2027-01-29,S9,B,M
2027-01-29,S10,B,SB
2027-01-30,S1,A,N
2027-01-30,S2,A,M
2027-01-30,S3,A,A
2027-01-30,S4,A,OFF
2027-01-30,S5,A,SB
2027-01-30,S6,B,N
2027-01-30,S7,B,OFF
2027-01-30,S8,B,SB
2027-01-30,S9,B,M
2027-01-30,S10,B,A
2027-01-31,S1,A,SB
2027-01-31,S2,A,N
2027-01-31,S3,A,A
2027-01-31,S4,A,M
2027-01-31,S5,A,OFF
2027-01-31,S6,B,SB
2027-01-31,S7,B,OFF
2027-01-31,S8,B,A
2027-01-31,S9,B,N
2027-01-31,S10,B,M
2027-02-01,S1,A,A
2027-02-01,S2,A,SB
2027-02-01,S3,A,N
2027-02-01,S4,A,M
2027-02-01,S5,A,OFF
2027-02-01,S6,B,OFF
2027-02-01,S7,B,N
2027-02-01,S8,B,M
2027-02-01,S9,B,SB
2027-02-01,S10,B,A
2027-02-02,S1,A,M
2027-02-02,S2,A,OFF
2027-02-02,S3,A,SB
2027-02-02,S4,A,N
2027-02-02,S5,A,A
2027-02-02,S6,B,M
2027-02-02,S7,B,SB
2027-02-02,S8,B,N
2027-02-02,S9,B,OFF
2027-02-02,S10,B,A
2027-02-03,S1,A,M
2027-02-03,S2,A,N
2027-02-03,S3,A,SB
2027-02-03,S4,A,OFF
2027-02-03,S5,A,A
2027-02-03,S6,B,SB
2027-02-03,S7,B,OFF
2027-02-03,S8,B,A
2027-02-03,S9,B,M
2027-02-03,S10,B,N
2027-02-04,S1,A,M
2027-02-04,S2,A,A
2027-02-04,S3,A,SB
2027-02-04,S4,A,OFF
2027-02-04,S5,A,N
2027-02-04,S6,B,N
2027-02-04,S7,B,OFF
2027-02-04,S8,B,A
2027-02-04,S9,B,M
2027-02-04,S10,B,SB
2027-02-05,S1,A,M
2027-02-05,S2,A,SB
2027-02-05,S3,A,N
2027-02-05,S4,A,OFF
2027-02-05,S5,A,A
2027-02-05,S6,B,A
2027-02-05,S7,B,OFF
2027-02-05,S8,B,M
2027-02-05,S9,B,SB
2027-02-05,S10,B,N
2027-02-06,S1,A,OFF
2027-02-06,S2,A,SB
2027-02-06,S3,A,A
2027-02-06,S4,A,N
2027-02-06,S5,A,M
2027-02-06,S6,B,M
2027-02-06,S7,B,A
2027-02-06,S8,B,OFF
2027-02-06,S9,B,N
2027-02-06,S10,B,SB
2027-02-07,S1,A,OFF
2027-02-07,S2,A,A
2027-02-07,S3,A,N
2027-02-07,S4,A,SB
2027-02-07,S5,A,M
2027-02-07,S6,B,A
2027-02-07,S7,B,M
2027-02-07,S8,B,OFF
2027-02-07,S9,B,SB
2027-02-07,S10,B,N
2027-02-08,S1,A,OFF
2027-02-08,S2,A,M
2027-02-08,S3,A,N
2027-02-08,S4,A,A
2027-02-08,S5,A,SB
